epoch,loss,masked_acc,val_loss,val_masked_acc
0,4.50787878036499,0.2890044152736664,3.5625054836273193,0.3959854245185852
1,2.9574451446533203,0.48015540838241577,2.4038610458374023,0.5571205019950867
2,2.0001447200775146,0.6191956996917725,1.716741681098938,0.6648534536361694
3,1.4323432445526123,0.7123630046844482,1.319541573524475,0.7366205453872681
4,1.0963412523269653,0.769778847694397,1.100999116897583,0.7739766240119934
5,0.9555436968803406,0.7920556664466858,0.9752088785171509,0.7951287031173706
6,0.7536858916282654,0.8307663202285767,0.8786646723747253,0.8130917549133301
7,0.6455520391464233,0.851264476776123,0.8004013299942017,0.8289278149604797
8,0.5662838816642761,0.8668280839920044,0.754788339138031,0.8387595415115356
9,0.502784013748169,0.8797382116317749,0.7088483572006226,0.8486388921737671
10,0.4522339999675751,0.8902003169059753,0.6806449890136719,0.854094386100769
11,0.4155682921409607,0.8976610898971558,0.6557183265686035,0.86057448387146
12,0.37566128373146057,0.9063533544540405,0.6421639919281006,0.8637169599533081
13,0.3534075617790222,0.9108343720436096,0.6271820068359375,0.8678935170173645
14,0.33052858710289,0.9157799482345581,0.6380584836006165,0.8656442165374756
15,0.30302295088768005,0.9220042824745178,0.6065583825111389,0.8735195398330688
16,0.2781637907028198,0.9279327988624573,0.604145884513855,0.8752798438072205
17,0.26023784279823303,0.932171106338501,0.6049591898918152,0.8762204051017761
18,0.24837766587734222,0.9346800446510315,0.5976709723472595,0.8784047365188599
19,0.23271794617176056,0.9383024573326111,0.5909360647201538,0.880774974822998
20,0.21821613609790802,0.9418064951896667,0.5873602032661438,0.882570207118988
21,0.2113088071346283,0.9431388974189758,0.5877920389175415,0.883029043674469
22,0.20890921354293823,0.9435290098190308,0.5856331586837769,0.8849194645881653
23,0.2064952254295349,0.9438355565071106,0.6004244089126587,0.8817789554595947
24,0.17819227278232574,0.9513106942176819,0.5793526768684387,0.8888410925865173
25,0.16912949085235596,0.9537400007247925,0.5942369699478149,0.8851909041404724
26,0.1649259775876999,0.9545156955718994,0.5902935266494751,0.8869926929473877
27,0.17086827754974365,0.9522590041160583,0.5968664288520813,0.8856180310249329
28,0.15214626491069794,0.9576181173324585,0.5857152342796326,0.8901814222335815
29,0.1434180736541748,0.9597576856613159,0.5877088308334351,0.8911780118942261
