epoch,loss,masked_acc,val_loss,val_masked_acc
0,4.466831684112549,0.29175305366516113,3.5428357124328613,0.3952135145664215
1,3.0096349716186523,0.4687339663505554,2.530409097671509,0.5359769463539124
2,2.1370537281036377,0.5932847261428833,1.829810380935669,0.6434370279312134
3,1.5230560302734375,0.6931107640266418,1.3803966045379639,0.722327709197998
4,1.136387586593628,0.7597665190696716,1.123338222503662,0.766460120677948
5,0.8983867168426514,0.8022401332855225,0.9675655961036682,0.7948512434959412
6,0.7390595078468323,0.8323442339897156,0.870469331741333,0.8133934140205383
7,0.6262550950050354,0.8544277548789978,0.7962918281555176,0.8287510275840759
8,0.543038010597229,0.8714809417724609,0.7453388571739197,0.8394896388053894
9,0.47858017683029175,0.8848637938499451,0.7137729525566101,0.8466984629631042
10,0.4279095530509949,0.8955481648445129,0.6879777312278748,0.8524121642112732
11,0.3861379623413086,0.904620349407196,0.666622519493103,0.8574948906898499
12,0.35051465034484863,0.9126510620117188,0.650285005569458,0.8620652556419373
13,0.32205238938331604,0.9188121557235718,0.6484628319740295,0.8627400398254395
14,0.29524320363998413,0.925074577331543,0.6308988332748413,0.8682845830917358
15,0.2721087336540222,0.9303094148635864,0.6236445903778076,0.8709180951118469
16,0.2553909420967102,0.9340173602104187,0.6235916614532471,0.8713879585266113
17,0.234765887260437,0.9390597343444824,0.6239213943481445,0.8727100491523743
18,0.22043532133102417,0.9422382712364197,0.622620701789856,0.8748720288276672
19,0.2064548283815384,0.9457831978797913,0.6311103701591492,0.8737558126449585
20,0.19950668513774872,0.9469630122184753,0.6235949993133545,0.8760387301445007
21,0.18218444287776947,0.9516288042068481,0.6197371482849121,0.87873774766922
22,0.1698916107416153,0.9546158909797668,0.6214121580123901,0.8796790242195129
23,0.16332058608531952,0.956129789352417,0.625176191329956,0.879237174987793
24,0.15427163243293762,0.958268404006958,0.6297581195831299,0.8799967169761658
25,0.1459968090057373,0.9603798985481262,0.6325367093086243,0.8807473182678223
26,0.14026837050914764,0.9616038203239441,0.6341732144355774,0.8817187547683716
27,0.13048391044139862,0.9641759991645813,0.6409946084022522,0.881183922290802
28,0.1268521398305893,0.9649264812469482,0.6448970437049866,0.8818491697311401
29,0.12156674265861511,0.966066300868988,0.6494566202163696,0.8821718096733093
